_id,user_id,created_at,followers_count,friends_count,protected,location,verified,listed_count,favourites_count,statuses_count,default_profile,default_profile_picture,bot
BraffPatterns,3439078101,Tue Aug 25 13:04:55 +0000 2015,87,2,0,0,0,0,0,2027,1,0,1
whatkilledme,784162498228457473,Thu Oct 06 22:44:43 +0000 2016,9,10,0,0,0,0,1,1162,1,0,1
DaysTillFallBot,897666750640029697,Wed Aug 16 03:50:06 +0000 2017,46,2,0,1,0,1,19,407,1,0,1
potus_in_parens,982793656452071425,Sun Apr 08 01:34:01 +0000 2018,142,2,0,0,0,0,6,444,0,0,1
lovelivesbot,959311521082834944,Fri Feb 02 06:24:24 +0000 2018,269,135,0,0,0,0,41,1177,0,0,1
DeuxTitres,3783512423,Sat Sep 26 16:07:06 +0000 2015,1545,1,0,1,0,1,80,25554,1,0,1
rhymerobot,860979772016427008,Sat May 06 22:09:08 +0000 2017,15,3,0,0,0,0,2,18183,1,0,1
Strange_Museum,856984747473547265,Tue Apr 25 21:34:20 +0000 2017,34,1,0,0,0,0,0,18301,1,0,1
stellaraquaria,732388048659349504,Tue May 17 01:51:32 +0000 2016,60,0,0,1,0,1,0,4433,1,0,1
SandpileArtBot,980236476695961601,Sun Apr 01 00:12:42 +0000 2018,25,2,0,0,0,0,3,4388,1,0,1
digitisethedawn,244714086,Sat Jan 29 23:46:42 +0000 2011,184,134,0,1,0,1,86,960,0,0,1
Diaeresis_OTPs,786988812312449024,Fri Oct 14 17:55:29 +0000 2016,17,0,0,0,0,0,0,11597,1,0,1
WikipediaDelete,1098368635666657281,Wed Feb 20 23:47:44 +0000 2019,14,1,0,0,0,0,0,649,1,0,1
WikipediaBits,2635257950,Sun Jul 13 06:53:16 +0000 2014,893,2,0,0,0,0,1,5500,0,0,1
gov2dotOH,4204895289,Mon Nov 16 21:53:50 +0000 2015,108,32,0,0,0,0,2,10289,1,0,1
RoadTripBot_,1094153152389992449,Sat Feb 09 08:36:54 +0000 2019,44,0,0,0,0,0,0,77,1,0,1
iamaslowtrain,918609526357499905,Thu Oct 12 22:49:12 +0000 2017,99,19,0,1,0,1,6,861,1,0,1
VitaVirginiaBot,955523229875081221,Mon Jan 22 19:31:05 +0000 2018,7583,1,0,1,0,1,0,3877,0,0,1
kaffee_reminder,938543009167216641,Wed Dec 06 22:57:45 +0000 2017,7,2,0,1,0,1,1,69,0,0,1
Kaleidopix,4196237301,Sun Nov 15 19:38:40 +0000 2015,202,3,0,1,0,1,7,17636,0,0,1
ahouseofdust,4180417402,Fri Nov 13 17:42:21 +0000 2015,212,42,0,0,0,0,13,30405,0,0,1
lycanthrobot,706568743472619520,Sun Mar 06 19:54:50 +0000 2016,78,2,0,1,0,1,3,2331,0,0,1
BrutalistEngine,763724066419249152,Thu Aug 11 13:09:41 +0000 2016,108,26,0,1,0,1,12,13891,0,0,1
NeonaziWallets,898575243308015618,Fri Aug 18 16:00:07 +0000 2017,2545,12,0,1,0,1,36,11431,0,0,1
eecummings_bot,781683859440173056,Fri Sep 30 02:35:30 +0000 2016,723,0,0,1,0,1,0,7713,1,0,1
best_in_dumbest,787405734442958848,Sat Oct 15 21:32:11 +0000 2016,1115,4,0,0,0,0,0,7557,0,0,1
Colourjams,903140108177735680,Thu Aug 31 06:19:16 +0000 2017,570,368,0,1,0,1,11,1681,0,0,1
future_junk,3317221923,Wed Jun 10 12:38:11 +0000 2015,1751,45,0,1,0,1,113,3310,1,0,1
BostonSnowbot,3041716769,Tue Feb 17 00:51:43 +0000 2015,75,2,0,1,0,1,0,3476,0,0,1
colorschemez,3045203078,Fri Feb 27 02:48:24 +0000 2015,57419,0,0,1,0,1,7,37819,0,0,1
WikiPhotoFight,901945930890395648,Sun Aug 27 23:14:02 +0000 2017,34,4,0,1,0,1,3,16235,1,0,1
HundredZeros,563838090,Thu Apr 26 14:14:39 +0000 2012,4996,6,0,1,0,1,9,17340,0,0,1
Datasaurs,905443664935231488,Wed Sep 06 14:52:46 +0000 2017,613,2,0,0,0,0,2,2546,0,0,1
functionalemoji,793718418759299072,Wed Nov 02 07:36:32 +0000 2016,88,0,0,0,0,0,1,7829,1,0,1
ROB0TIUS,1084113207298584579,Sat Jan 12 15:41:45 +0000 2019,1602,1,0,0,0,0,0,726,0,0,1
helloworld__bot,1093191691543171074,Wed Feb 06 16:56:24 +0000 2019,14,2,0,1,0,1,1,454,1,0,1
TatsIllustrated,2290204512,Mon Jan 13 21:04:15 +0000 2014,208,2,0,1,0,1,22,7985,1,0,1
PermitBot,2414191657,Thu Mar 27 12:53:25 +0000 2014,458,1,0,1,0,1,0,10401,0,0,1
30minutemix,1028142835059417088,Sat Aug 11 04:55:28 +0000 2018,34,0,0,1,0,1,3,1102,0,0,1
chernobylstatus,724804317748797440,Tue Apr 26 03:36:30 +0000 2016,35504,0,0,1,0,1,2,2172,1,0,1
daft_stars,858057559839830016,Fri Apr 28 20:37:19 +0000 2017,77,3,0,1,0,1,1,3161,0,0,1
BotCarrion,3249072386,Thu Jun 18 19:56:15 +0000 2015,318,0,0,0,0,0,1,11157,1,0,1
insectsbot,889229094273126400,Sun Jul 23 21:01:51 +0000 2017,62,0,0,0,0,0,0,5345,1,0,1
tiny_gardens,4584564195,Thu Dec 24 02:21:36 +0000 2015,6818,1,0,1,0,1,0,5015,1,0,1
some_flags,845084446617485312,Fri Mar 24 01:26:47 +0000 2017,80,0,0,0,0,0,0,2954,1,0,1
NlProverbs,863159091681792000,Fri May 12 22:28:58 +0000 2017,9,0,0,1,0,1,0,7926,1,0,1
alleverleser,3130589637,Tue Mar 31 11:41:01 +0000 2015,12,0,0,1,0,1,12,2913,0,0,1
CarloMarxBot,843891310444593153,Mon Mar 20 18:25:41 +0000 2017,57,38,0,0,0,0,166,16192,0,0,1
lettergamebot,708252658642120704,Fri Mar 11 11:26:07 +0000 2016,8,0,0,1,0,1,0,7721,1,0,1
dailyoblo,786284811212075010,Wed Oct 12 19:18:02 +0000 2016,32,1,0,0,0,0,0,966,0,0,1
bot_abandoned,995026002089840641,Fri May 11 19:41:00 +0000 2018,16,0,0,1,0,1,0,3519,0,0,1
PixelMonsterBot,1043624209249984512,Sat Sep 22 22:12:55 +0000 2018,11,1,0,0,0,0,0,1541,0,0,1
SecretHistBot,802292461754138624,Fri Nov 25 23:26:43 +0000 2016,24,1,0,1,0,1,0,3951,0,0,1
100Aux,1041656941536133120,Mon Sep 17 11:55:42 +0000 2018,8,0,0,0,0,0,0,534,0,0,1
kaikkisanat,3291286474,Wed May 20 12:29:01 +0000 2015,2440,94,0,1,0,1,59,69885,0,0,1
1reasontogo,1120973992754581509,Wed Apr 24 08:53:21 +0000 2019,18,0,0,1,0,1,0,77,0,0,1
sixworderbot,3052317647,Sun Feb 22 10:05:21 +0000 2015,392,16,0,0,0,0,2,5967,0,0,1
ip2location,2292415658,Wed Jan 15 09:07:08 +0000 2014,669,427,0,0,0,0,5,2915,1,0,1
Bartlebythebot,911169818224623617,Fri Sep 22 10:06:28 +0000 2017,22,0,0,1,0,1,0,1104,0,0,1
cavern_caravan,957391562043895808,Sat Jan 27 23:15:10 +0000 2018,83,1,0,1,0,1,1,3819,0,0,1
Lightbothouse,862610528711188480,Thu May 11 10:09:11 +0000 2017,45,168,0,0,0,0,1030,6150,1,0,1
botribunal,1011692391961714688,Tue Jun 26 19:27:17 +0000 2018,245,0,0,1,0,1,0,2837,0,0,1
Clipart1994bot,895426242345873408,Wed Aug 09 23:27:07 +0000 2017,13255,0,0,1,0,1,0,14737,1,0,1
hashfacade,708394182595883008,Fri Mar 11 20:48:29 +0000 2016,263,0,0,0,0,0,0,1137,1,0,1
collationBot,878827007433375744,Sun Jun 25 04:07:41 +0000 2017,315,1,0,0,0,0,186,8555,0,0,1
differencebot,719279888054816768,Sun Apr 10 21:44:23 +0000 2016,587,1,0,0,0,0,1,23969,1,0,1
astrobot3000,805427276628295681,Sun Dec 04 15:03:21 +0000 2016,7,3,0,1,0,1,0,3628,0,0,1
UnicodeParade,808571456237936640,Tue Dec 13 07:17:12 +0000 2016,27,4,0,1,0,1,1,3051,0,0,1
ESBcolor,3237862444,Wed May 06 02:51:39 +0000 2015,2644,1,0,1,0,1,19,597,0,0,1
instruction_bot,4189915529,Sat Nov 14 23:43:14 +0000 2015,188,1,0,0,0,0,0,28187,1,0,1
last100bills,964169855300718593,Thu Feb 15 16:09:41 +0000 2018,2,0,0,0,0,0,0,4157,0,0,1
tendollarfive,798485343162998784,Tue Nov 15 11:18:35 +0000 2016,2,0,0,0,0,0,0,7342,1,0,1
RandomColorGen,3028811206,Tue Feb 10 20:53:02 +0000 2015,94,2,0,0,0,0,0,6664,1,0,1
cityatnightbot,917093133879578624,Sun Oct 08 18:23:36 +0000 2017,61,5,0,0,0,0,0,1175,1,0,1
ChuckieNorrisie,3882352332,Tue Oct 13 16:33:40 +0000 2015,60,0,0,0,0,0,0,2924,1,0,1
archillect,2907774137,Sat Dec 06 14:07:45 +0000 2014,1342549,1,0,1,0,1,10166,229528,0,0,1
ImagesDArtBot,4594744821,Fri Dec 25 01:02:54 +0000 2015,283,41,0,1,0,1,0,10380,1,0,1
AteneumBot,2778190296,Fri Aug 29 10:32:13 +0000 2014,175,46,0,1,0,1,0,5421,0,0,1
fadedfotos,846833319123791873,Tue Mar 28 21:16:11 +0000 2017,4,0,0,0,0,0,0,835,1,0,1
trafficgifs,746015690507837441,Thu Jun 23 16:22:55 +0000 2016,321,1,0,1,0,1,0,24152,0,0,1
_valley_sunset_,1114680860983214081,Sun Apr 07 00:06:41 +0000 2019,12,1,0,0,0,0,1,1270,1,0,1
smilevector,736041231793295361,Fri May 27 03:47:59 +0000 2016,920,3,0,1,0,1,0,5938,0,0,1
beerlabelbot,946205176867803136,Thu Dec 28 02:24:28 +0000 2017,158,0,0,0,0,0,2,6154,1,0,1
JustDiedBot,2363777570,Thu Feb 27 07:09:03 +0000 2014,2418,243,0,0,0,0,0,11626,1,0,1
firici_vici,981910124536172545,Thu Apr 05 15:03:11 +0000 2018,274,311,0,0,0,0,1,836,1,0,1
DearAssistant,1249693405,Thu Mar 07 17:56:44 +0000 2013,4527,0,0,1,0,1,11,5317,0,0,1
bitsofsaturn,924253994364567552,Sat Oct 28 12:38:18 +0000 2017,3230,6,0,1,0,1,0,2362,0,0,1
researchinator,41681878,Thu May 21 21:25:36 +0000 2009,81,42,0,1,0,1,14,5521,1,0,1
FermiPasteladox,770811917535510532,Wed Aug 31 02:34:16 +0000 2016,400,0,0,1,0,1,25,24416,0,0,1
holidaybot4000,3378113121,Thu Jul 16 01:44:35 +0000 2015,72,1,0,0,0,0,0,8954,0,0,1
AmznTurkerHappy,968152918229770240,Mon Feb 26 15:56:57 +0000 2018,11,0,0,0,0,0,0,415,1,0,1
gendercakes,1059567421894418433,Mon Nov 05 22:05:33 +0000 2018,293,0,0,1,0,1,1,10049,1,0,1
metalband_exe,4406413835,Mon Dec 07 16:09:38 +0000 2015,3607,2,0,0,0,0,0,7602,0,0,1
realtimebus,860246681320923137,Thu May 04 21:36:06 +0000 2017,453,1,0,1,0,1,0,13975,1,0,1
resenhabot,306238322,Fri May 27 14:45:42 +0000 2011,485,10,0,1,0,1,20,5180,0,0,1
BennyNumbers,4293630612,Thu Nov 19 20:58:46 +0000 2015,52,55,0,0,0,0,0,1176,0,0,1
DadaistTwit,929038210902253569,Fri Nov 10 17:29:04 +0000 2017,8,0,0,1,0,1,0,4446,0,0,1
brokenpatterns,817297257959747585,Fri Jan 06 09:10:25 +0000 2017,62,11,0,0,0,0,255,7163,0,0,1
CWF_Forecast,996399422601916418,Tue May 15 14:38:29 +0000 2018,185,4,0,1,0,1,35,2501,0,0,1
everyportland,3774669559,Sat Oct 03 22:36:07 +0000 2015,14,0,0,0,0,0,0,4663,0,0,1
BMovieGenerator,714541415942987776,Mon Mar 28 19:55:24 +0000 2016,120,3,0,0,0,0,1,4643,0,0,1
markovgilmore,923366953007435782,Thu Oct 26 01:53:31 +0000 2017,11,0,0,0,0,0,0,14280,0,0,1
fiwotd,823217342,Fri Sep 14 12:29:49 +0000 2012,358,63,0,1,0,1,0,1707,0,0,1
AdjectiveInCity,984794988964917249,Fri Apr 13 14:06:36 +0000 2018,14,1,0,1,0,1,0,3357,0,0,1
MancOrchSays,2431008924,Sun Apr 06 21:18:53 +0000 2014,67,6,0,1,0,1,0,9085,1,0,1
civ5_jobs,3342186154,Mon Jun 22 23:29:46 +0000 2015,66,0,0,0,0,0,0,69938,1,0,1
arslongvitabrev,735185696030359557,Tue May 24 19:08:23 +0000 2016,57,1,0,1,0,1,0,6561,0,0,1
partyblowup,791088166593626113,Wed Oct 26 01:24:51 +0000 2016,19,0,0,1,0,1,0,7527,1,0,1
NuclearTrains,720565696187510785,Thu Apr 14 10:53:44 +0000 2016,412,35,0,1,0,1,87,3296,0,0,1
GraphicScoreBot,4765790730,Sat Jan 16 02:00:01 +0000 2016,813,1,0,1,0,1,0,28940,0,0,1
latinonamebot,1048608762683117568,Sat Oct 06 16:19:46 +0000 2018,3,0,0,1,0,1,0,5766,0,0,1
all_the_planets,892636269641175040,Wed Aug 02 06:40:45 +0000 2017,39,0,0,0,0,0,0,1129,1,0,1
BContestants,968220410797023233,Mon Feb 26 20:25:09 +0000 2018,16,3,0,1,0,1,3,1715,0,0,1
busyadvice,815575797461295108,Sun Jan 01 15:09:57 +0000 2017,28,1,0,0,0,0,0,4583,0,0,1
deltron_f,916340701587177472,Fri Oct 06 16:33:42 +0000 2017,11,0,0,0,0,0,1,308,1,0,1
officefridgebot,747833144124964864,Tue Jun 28 16:44:50 +0000 2016,17,156,0,1,0,1,0,927,0,0,1
JoyOfBotRoss,737053872007434240,Sun May 29 22:51:51 +0000 2016,812,1,0,1,0,1,91,4132,0,0,1
ablankblank,720558462959267841,Thu Apr 14 10:24:59 +0000 2016,173,2,0,1,0,1,49,7921,0,0,1
TinyAdv,4739316433,Sun Jan 10 17:21:11 +0000 2016,516,0,0,0,0,0,0,4906,0,0,1
btcsupply,841604595096965120,Tue Mar 14 10:59:06 +0000 2017,294,2,0,1,0,1,0,2778,1,0,1
actual_ransom,863475585095479298,Sat May 13 19:26:36 +0000 2017,6597,0,0,1,0,1,0,445,1,0,1
extracapitalism,924479079365185536,Sun Oct 29 03:32:43 +0000 2017,31,1,0,1,0,1,0,10392,0,0,1
color_parrot,1109778441379950592,Sun Mar 24 11:26:13 +0000 2019,233,1,0,1,0,1,374,657,0,0,1
visualrecordbot,1030830288761438210,Sat Aug 18 14:54:27 +0000 2018,44,1,0,1,0,1,0,2492,0,0,1
FlagFacts,2800569835,Tue Sep 09 20:52:29 +0000 2014,664,3,0,1,0,1,35,5801,0,0,1
CryptoNamer,952035808063688709,Sat Jan 13 04:33:19 +0000 2018,52,11,0,0,0,0,0,8816,1,0,1
someboxes,4706049494,Mon Jan 04 00:11:27 +0000 2016,11,0,0,0,0,0,0,29807,0,0,1
vroom_vroom_bot,708759570319953920,Sat Mar 12 21:00:24 +0000 2016,33,4,0,0,0,0,21,3385,1,0,1
mesmerinion,863270435760160769,Sat May 13 05:51:25 +0000 2017,29,0,0,0,0,0,0,3037,0,0,1
MuskSolutions,1017524564698566656,Thu Jul 12 21:42:15 +0000 2018,18,1,0,0,0,0,0,1876,1,0,1
TilingBot,982493449286029312,Sat Apr 07 05:41:06 +0000 2018,3141,1,0,0,0,0,882,599,1,0,1
rightnowbbcr2,3317501195,Wed Jun 10 15:40:50 +0000 2015,13,4,0,1,0,1,0,215302,1,0,1
tweegeemee,3231781692,Sun May 31 16:40:15 +0000 2015,1112,1188,0,0,0,0,389,61266,0,0,1
petitsmotifs,3300777107,Wed May 27 19:16:26 +0000 2015,1263,3,0,0,0,0,0,2910,0,0,1
NixieBot,3245226532,Sun May 10 18:19:07 +0000 2015,1708,5,0,1,0,1,13,57367,0,0,1
tiny_forests,4745869775,Fri Jan 08 16:07:25 +0000 2016,5154,1,0,0,0,0,0,4887,1,0,1
BaanaCounter,3091637939,Sat Mar 14 11:30:06 +0000 2015,562,84,0,1,0,1,30,35668,0,0,1
PaintNames,915284281311875074,Tue Oct 03 18:35:52 +0000 2017,1068,4,0,0,0,0,68,13082,1,0,1
artassignbot,2148047569,Tue Oct 22 00:20:28 +0000 2013,4533,2,0,0,0,0,3,34619,0,0,1
AAAAAAAStudents,1033697430276108288,Sun Aug 26 12:47:27 +0000 2018,137,0,0,0,0,0,0,1372,0,0,1
emojiastro,848869231382978560,Mon Apr 03 12:06:10 +0000 2017,239,2,0,1,0,1,8,3094,1,0,1
KiasmaBot,2782796420,Sun Aug 31 19:25:50 +0000 2014,192,46,0,1,0,1,0,5603,0,0,1
notyourbot1,1067527987531268097,Tue Nov 27 21:18:00 +0000 2018,36,0,0,0,0,0,0,4460,1,0,1
AlmostAmends,715601141749387264,Thu Mar 31 18:06:22 +0000 2016,13,0,0,0,0,0,0,11030,1,0,1
ConceptNetPoet,960538579993878529,Mon Feb 05 15:40:18 +0000 2018,343,1,0,0,0,0,1,1030,1,0,1
_ku_bot,805362305777053698,Sun Dec 04 10:45:11 +0000 2016,23,3,0,1,0,1,0,3633,0,0,1
wrongquotebot,4097400133,Mon Nov 02 02:56:34 +0000 2015,29,2,0,0,0,0,4,4385,1,0,1
showoff_ebooks,857148734811123713,Wed Apr 26 08:25:58 +0000 2017,37,3,0,0,0,0,0,35382,1,0,1
SnailFact,1006982562605076480,Wed Jun 13 19:32:06 +0000 2018,65,0,0,0,0,0,13,533,1,0,1
RollDiceBot,911651904828116992,Sat Sep 23 18:02:06 +0000 2017,164,5,0,1,0,1,272,1685,0,0,1
botifyouagree,1021686556472565762,Tue Jul 24 09:20:31 +0000 2018,23,0,0,0,0,0,0,2572,1,0,1
usinjuries,4809840647,Fri Jan 15 02:20:58 +0000 2016,8551,0,0,1,0,1,0,9810,1,0,1
SVUFutureDrugs,820137588430372866,Sat Jan 14 05:16:53 +0000 2017,1566,16,0,1,0,1,22,3669,1,0,1
GoOutsideBot,4810350176,Mon Jan 25 02:57:09 +0000 2016,8,0,0,1,0,1,19,1632,1,0,1
ObliqueBot,4187564112,Tue Nov 10 06:52:34 +0000 2015,1867,0,0,0,0,0,2,7486,0,0,1
1StarLandmarks,1021082022771658753,Sun Jul 22 17:18:19 +0000 2018,8,0,0,1,0,1,0,309,1,0,1
78_bands,964842572605743107,Sat Feb 17 12:42:49 +0000 2018,4,1,0,0,0,0,1,11629,1,0,1
okbabynames,917159386015043584,Sun Oct 08 22:46:52 +0000 2017,11,2,0,0,0,0,0,14400,1,0,1
tinyisles,854666940375339008,Wed Apr 19 12:04:12 +0000 2017,248,2,0,1,0,1,27,3084,1,0,1
HelCityNews,2821123457,Fri Oct 10 07:20:33 +0000 2014,291,19,0,1,0,1,0,982,0,0,1
UnrealBritain,3287381226,Wed Jul 22 10:25:57 +0000 2015,6,0,0,0,0,0,0,32721,1,0,1
genrenator,957420619494240257,Sun Jan 28 01:10:38 +0000 2018,13,0,0,1,0,1,4,1443,0,0,1
catalog_drowsy,869420811068649472,Tue May 30 05:10:49 +0000 2017,11,0,0,0,0,0,0,2535,1,0,1
trendbot,1162875732,Sat Feb 09 12:54:10 +0000 2013,523,0,0,0,0,0,1,6980,1,0,1
new_fruits,1091908795972734976,Sun Feb 03 03:58:38 +0000 2019,279,2,0,0,0,0,0,1523,0,0,1
emojitracks,968442791994019841,Tue Feb 27 11:08:49 +0000 2018,24,0,0,0,0,0,0,467,1,0,1
FixmeBot,4450509553,Fri Dec 04 07:18:50 +0000 2015,167,30,0,1,0,1,9,24063,0,0,1
proverbsbot,868946203421138945,Sun May 28 21:44:53 +0000 2017,10,5,0,0,0,0,27,15286,0,0,1
DeepDreamThis,3369559252,Fri Jul 10 17:20:58 +0000 2015,1092,2,0,1,0,1,0,24199,1,0,1
relax__bot,881272940184178696,Sat Jul 01 22:06:57 +0000 2017,10,0,0,1,0,1,0,5575,1,0,1
Hitch_Haiku,88741673,Mon Nov 09 19:40:13 +0000 2009,34,6,0,1,0,1,4,11946,1,0,1
nondenotative,3091533046,Fri Mar 13 22:50:45 +0000 2015,1214,5,0,0,0,0,0,57948,1,0,1
folderisempty,904370874492518401,Sun Sep 03 15:49:53 +0000 2017,22,0,0,0,0,0,0,15233,1,1,1
famousduos,703135557707149316,Fri Feb 26 08:32:35 +0000 2016,172,37,0,1,0,1,1,4760,0,0,1
riverlevel_1867,2558895162,Tue Jun 10 12:19:53 +0000 2014,20,3,0,0,0,0,0,3144,1,0,1
donorschamps,4452810929,Fri Dec 11 22:18:05 +0000 2015,2253,2,0,0,0,0,0,5969,1,0,1
pollockdotexe,1007691669842677760,Fri Jun 15 18:29:50 +0000 2018,36,1,0,0,0,0,0,2635,0,0,1
BotQuilt,1054180180292440064,Mon Oct 22 01:18:35 +0000 2018,77,2,0,0,0,0,0,7980,1,0,1
fallingleafbot,773015340636708864,Tue Sep 06 04:29:54 +0000 2016,30,0,0,1,0,1,1,23994,0,0,1
computerzooom,834162521699393537,Tue Feb 21 22:06:57 +0000 2017,8,0,0,0,0,0,0,6873,1,0,1
lighthousewiki,1099737526686937088,Sun Feb 24 18:27:13 +0000 2019,24,0,0,1,0,1,0,575,1,0,1
WhosThatPokebot,4536190039,Sat Dec 12 08:14:32 +0000 2015,121,1,0,1,0,1,0,2478,1,0,1
YouLookNiceBot,3337061638,Sat Jun 20 14:42:40 +0000 2015,1418,1640,0,1,0,1,6,11408,0,0,1
nonogram_bot,925657497238507520,Wed Nov 01 09:35:19 +0000 2017,14,1,0,0,0,0,0,2014,1,0,1
clitoscope,772202703212703744,Sat Sep 03 22:40:46 +0000 2016,186,15,0,0,0,0,38,2846,0,0,1
TinyDungeons,709947590268157952,Wed Mar 16 03:41:10 +0000 2016,406,1,0,0,0,0,6,6916,1,0,1
BotConnectFour,993674729830612992,Tue May 08 02:11:31 +0000 2018,11,1,0,0,0,0,67,522,1,0,1
faketmglyrics,971203153269018624,Wed Mar 07 01:57:30 +0000 2018,55,1,0,1,0,1,20,34423,1,0,1
Netwerk24,31098240,Tue Apr 14 10:57:46 +0000 2009,188419,857,0,1,1,1,628,117922,0,0,0
wbir,6892002,Mon Jun 18 13:56:24 +0000 2007,180759,905,0,1,1,1,11608,176250,0,0,0
PatriciaMazzei,20083388,Wed Feb 04 19:33:39 +0000 2009,19311,1472,0,1,1,1,0,34918,0,0,0
Jeffskowron,385587235,Wed Oct 05 19:21:44 +0000 2011,398,185,0,1,1,1,12798,669,0,0,0
HeatherFCN,51240839,Fri Jun 26 21:46:52 +0000 2009,7125,4431,0,1,1,1,2135,16341,0,0,0
WillWodkaNBCNEB,981566796011622401,Wed Apr 04 16:18:55 +0000 2018,213,775,0,1,1,1,3586,2546,1,0,0
DhariLo,21714938,Tue Feb 24 01:05:38 +0000 2009,23169,6581,0,1,1,1,48014,13366,0,0,0
alextomo,52755452,Wed Jul 01 15:29:30 +0000 2009,102008,2870,0,1,1,1,231,54373,1,0,0
ninaburleigh,17027378,Tue Oct 28 19:52:18 +0000 2008,11957,3813,0,1,1,1,22361,133,1,0,0
JulieDunphy,839596085660291072,Wed Mar 08 21:58:00 +0000 2017,318,623,0,1,1,1,291,1319,0,0,0
sheetalsheth,77845268,Sun Sep 27 22:00:22 +0000 2009,21822,917,0,1,1,1,3828,8229,0,0,0
MartyKiar,33964620,Tue Apr 21 17:01:35 +0000 2009,11121,8660,0,1,1,1,4956,4194,1,0,0
AftertheBell,835857204,Thu Sep 20 16:04:10 +0000 2012,6076,255,0,1,1,1,633,4031,0,0,0
shananaomi,661163,Thu Jan 18 18:37:29 +0000 2007,3291,1202,0,1,1,1,28728,42980,0,0,0
phillipkeene,17262487,Sun Nov 09 01:26:36 +0000 2008,5825,591,0,1,1,1,6063,11201,1,0,0
MoorgateMermaid,56359325,Mon Jul 13 12:28:16 +0000 2009,7073,3072,0,1,1,1,14804,17450,0,0,0
JustKristi,19049066,Fri Jan 16 01:27:29 +0000 2009,6777,862,0,1,1,1,8746,64879,0,0,0
ABC7GMW,545098583,Wed Apr 04 12:45:53 +0000 2012,5721,310,0,1,1,1,1697,17708,1,0,0
PamZekmanCBS2,1965489247,Wed Oct 16 20:16:23 +0000 2013,2231,148,0,1,1,1,253,1114,0,0,0
Fox6Kelvin,423154166,Mon Nov 28 04:38:21 +0000 2011,5913,1674,0,0,1,0,761,31181,1,0,0
pattistanger,21525579,Sat Feb 21 23:04:23 +0000 2009,510777,1280,0,1,1,1,659,26013,0,0,0
DavidCornDC,15220768,Tue Jun 24 15:58:28 +0000 2008,731561,1600,0,1,1,1,185,67006,1,0,0
FOX2now,11265832,Mon Dec 17 21:14:05 +0000 2007,238755,1699,0,1,1,1,6794,175494,0,0,0
Hai,710300755,Sun Jul 22 07:39:03 +0000 2012,353935,667,0,0,1,0,9580,14206,0,0,0
petergould,17760013,Sun Nov 30 18:57:24 +0000 2008,48820,577,0,1,1,1,6777,2798,0,0,0
SamuelAAdams,18036062,Thu Dec 11 00:50:32 +0000 2008,27885,1701,0,1,1,1,16036,130551,0,0,0
SteveAHorn,17688714,Thu Nov 27 20:58:33 +0000 2008,8204,5757,0,1,1,1,13046,38694,0,0,0
daylinleach,20540348,Tue Feb 10 20:03:03 +0000 2009,40666,2316,0,1,1,1,16560,7954,0,0,0
marcusgilmer,14326420,Mon Apr 07 20:07:06 +0000 2008,10258,8804,0,1,1,1,34568,28967,0,0,0
TomPuckettWBEN,707059891,Fri Jul 20 12:30:16 +0000 2012,2612,3342,0,1,1,1,1347,20797,1,0,0
jbaugh,16242277,Thu Sep 11 15:45:10 +0000 2008,4629,1109,0,1,1,1,3317,11106,0,0,0
hillarylake,21072250,Tue Feb 17 07:52:54 +0000 2009,4889,2382,0,1,1,1,8607,49978,0,0,0
chrissistrunk,28796038,Sat Apr 04 13:54:18 +0000 2009,7346,2943,0,1,1,1,11642,31676,0,0,0
conradricamora,518568504,Thu Mar 08 14:56:44 +0000 2012,95142,196,0,1,1,1,2848,2872,0,0,0
ACLUOK,23497646,Mon Mar 09 20:43:36 +0000 2009,4737,405,0,1,1,1,960,3433,0,0,0
lena_jakobsson,2243057712,Thu Dec 12 23:25:52 +0000 2013,597,1072,0,1,1,1,2450,1816,0,0,0
charlielangton,165153530,Sat Jul 10 19:17:23 +0000 2010,11266,627,0,1,1,1,271,3941,1,0,0
nokidhungry,14463848,Mon Apr 21 16:33:53 +0000 2008,436845,92568,0,1,1,1,61705,73240,0,0,0
bradleytusk,819127464,Wed Sep 12 08:32:46 +0000 2012,5287,72,0,1,1,1,1421,1201,1,0,0
LizzieMarvelly,36303802,Wed Apr 29 06:22:51 +0000 2009,10545,1050,0,1,1,1,27739,24418,0,0,0
hiattb,35415506,Sun Apr 26 05:56:56 +0000 2009,16016,2690,0,0,1,0,40868,20934,0,0,0
RepHankJohnson,24745957,Mon Mar 16 18:52:49 +0000 2009,35250,935,0,1,1,1,1061,5311,0,0,0
cristoferosgro,235159978,Fri Jan 07 14:16:24 +0000 2011,3372,1556,0,1,1,1,8219,4676,1,0,0
KathyReichs,69416504,Thu Aug 27 21:56:58 +0000 2009,150381,224,0,1,1,1,11834,30426,1,0,0
CircaKiGordon,69777601,Sat Aug 29 03:32:17 +0000 2009,79082,4412,0,1,1,1,40895,14432,0,0,0
DanCGoldberg,149155812,Fri May 28 15:16:27 +0000 2010,5320,746,0,1,1,1,1713,40362,1,0,0
carolemacneil,247411057,Fri Feb 04 18:55:46 +0000 2011,4300,1293,0,1,1,1,930,7539,0,0,0
tjholmes,16145763,Fri Sep 05 16:36:39 +0000 2008,138498,23,0,1,1,1,36,32985,0,0,0
lhedger,17465286,Tue Nov 18 15:05:04 +0000 2008,995,866,0,1,1,1,3055,6993,0,0,0
